word_id,word,pinyin,video_url,sort_order,category
'00000449,坏,huài,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000449.mp4,392,common
00000474_1,欢迎①,huānyíng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000474.mp4,393,common
'00000506,欢迎②,huānyíng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000506.mp4,394,common
00000385_3,环境,huánjìng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000385.mp4,395,common
00000262_0,换,huàn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000262.mp4,396,common
'00000155,回家①,huíjiā,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000155.mp4,397,common
00001497_0,回忆,huíyì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001497.mp4,398,common
'00000039,会,huì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000039.mp4,399,common
00001191_1,会话,huìhuà,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001191.mp4,400,common
00000267_1,会议,huìyì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000267.mp4,401,common
'00001246,会员,huìyuán,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001246.mp4,402,common
00002686_0,绘画,huìhuà,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00002686.mp4,403,common
'00000384,活动,huódòng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000384.mp4,404,common
00000524_0,活泼,huópō,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000524.mp4,405,common
'00000574,火车,huŏchē,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000574.mp4,406,common
'00001266,火锅,huŏguō,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001266.mp4,407,common
00000105_1,伙伴,huŏbàn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000105.mp4,408,common
'00000272,或者,huòzhĕ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000272.mp4,409,common
00000082_1,货币,huòbì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000082.mp4,410,common
'00000438,机场,jīchǎng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000438.mp4,411,common
00000220_0,机会,jīhuì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000220.mp4,412,common
00000767_2,机密,jīmì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000767.mp4,413,common
00000658_1,机器,jī·qì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000658.mp4,414,common
'00001287,鸡,jī,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001287.mp4,415,common
'00000765,鸡蛋,jīdàn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000765.mp4,416,common
00000485_1,基本,jībĕn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000485.mp4,417,common
00000485_0,基础,jīchŭ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000485.mp4,418,common
'00001080,基金,jījīn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001080.mp4,419,common
'00000893,激动,jīdòng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000893.mp4,420,common
'00001059,及时①,jíshí,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001059.mp4,421,common
00000012_3,极①,jí,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000012.mp4,422,common
00000013_3,极②,jí,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000013.mp4,423,common
00000472_1,急躁,jízào,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000472.mp4,424,common
'00001753,挤,jĭ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001753.mp4,425,common
'00000297,计划,jìhuà,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000297.mp4,426,common
00001165_0,计较,jìjiào,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001165.mp4,427,common
00000962_0,计算,jìsuàn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000962.mp4,428,common
00000739_0,记录①,jìlù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000739.mp4,429,common
'00001614,记忆,jìyì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001614.mp4,430,common
'00001975,记者,jìzhĕ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001975.mp4,431,common
00000217_0,技术,jìshù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000217.mp4,432,common
'00001081,季节,jìjié,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001081.mp4,433,common
00000091_1,继续,jìxù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000091.mp4,434,common
'00000499,加班,jiābān,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000499.mp4,435,common
00000121_0,家,jiā,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000121.mp4,436,common
'00000684,家具,jiājù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000684.mp4,437,common
'00000552,假,jiǎ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000552.mp4,438,common
'00000836,假期,jiàqī,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000836.mp4,439,common
00000125_0,价格,jiàgé,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000125.mp4,440,common
00000233_2,驾驶,jiàshĭ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000233.mp4,441,common
'00000496,坚持,jiānchí,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000496.mp4,442,common
00000547_1,艰难①,jiānnán,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000547.mp4,443,common
00001100_0,减少,jiǎnshǎo,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001100.mp4,444,common
00000150_0,简单,jiǎndān,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000150.mp4,445,common
00000473_1,鉴于,jiànyú,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000473.mp4,446,common
00000145_1,将来,jiānglái,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000145.mp4,447,common
00000022_1,讲话,jiǎnghuà,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000022.mp4,448,common
00002063_0,讲课①,jiǎngkè,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00002063.mp4,449,common
'00000848,奖金,jiǎngjīn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000848.mp4,450,common
00001705_0,奖励①,jiǎnglì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001705.mp4,451,common
'00004155,交警,jiāojĭng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00004155.mp4,452,common
'00000934,交流,jiāoliú,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000934.mp4,453,common
00000201_1,交易,jiāoyì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000201.mp4,454,common
00001916_0,郊区,jiāoqū,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001916.mp4,455,common
'00001396,骄傲①,jiāo'ào,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001396.mp4,456,common
00001247_0,骄傲②,jiāo'ào,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001247.mp4,457,common
00001134_1,焦,jiāo,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001134.mp4,458,common
'00003630,角,jiǎo,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00003630.mp4,459,common
'00001183,饺子,jiǎo·zi,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001183.mp4,460,common
'00001130,脚②,jiǎo,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001130.mp4,461,common
00000102_1,叫①,jiào,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000102.mp4,462,common
'00000108,叫②,jiào,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000108.mp4,463,common
'00001184,教练,jiàoliàn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001184.mp4,464,common
'00001336,教室,jiàoshì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001336.mp4,465,common
'00000796,教授,jiàoshòu,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000796.mp4,466,common
'00000755,教育,jiàoyù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000755.mp4,467,common
00000028_3,接待,jiēdài,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000028.mp4,468,common
00000186_0,接受,jiēshòu,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000186.mp4,469,common
00001493_1,街道,jiēdào,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001493.mp4,470,common
'00001979,节日,jiérì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001979.mp4,471,common
00002340_1,节约①,jiéyuē,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00002340.mp4,472,common
00002341_1,节约②,jiéyuē,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00002341.mp4,473,common
'00000375,结果,jiéguŏ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000375.mp4,474,common
00000219_1,结束,jiéshù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000219.mp4,475,common
00000118_5,结尾,jiéwĕi,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000118.mp4,476,common
00000451_0,结账,jiézhàng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000451.mp4,477,common
'00000246,姐姐,jiĕ·jie,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000246.mp4,478,common
00000161_0,解决,jiĕjué,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000161.mp4,479,common
'00000389,解释,jiĕshì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000389.mp4,480,common
'00000251,介绍,jièshào,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000251.mp4,481,common
'00001807,戒指,jiè·zhi,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001807.mp4,482,common
'00006848,今年,jīnnián,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00006848.mp4,483,common
'00000052,今天,jīntiān,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000052.mp4,484,common
00000235_2,金融,jīnróng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000235.mp4,485,common
'00000494,紧张,jĭnzhāng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000494.mp4,486,common
'00000642,进,jìn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000642.mp4,487,common
00000091_2,进行,jìnxíng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000091.mp4,488,common
00000366_0,近,jìn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000366.mp4,489,common
00000497_0,禁止②,jìnzhĭ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000497.mp4,490,common
'00002432,京剧,jīngjù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00002432.mp4,491,common
00000232_1,经常,jīngcháng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000232.mp4,492,common
00000273_0,经过,jīngguò,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000273.mp4,493,common
'00000659,经济,jīngjì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000659.mp4,494,common
'00000444,经理,jīnglĭ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000444.mp4,495,common
00000558_0,经历②,jīnglì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000558.mp4,496,common
'00000418,经验,jīngyàn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000418.mp4,497,common
'00001166,精彩,jīngcǎi,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001166.mp4,498,common
'00000905,警察,jĭngchá,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000905.mp4,499,common
'00001102,竞争,jìngzhēng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001102.mp4,500,common
00000264_2,竟然,jìngrán,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000264.mp4,501,common
'00005427,敬老院,jìnglǎoyuàn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00005427.mp4,502,common
00003072_0,敬礼①,jìnglĭ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00003072.mp4,503,common
'00002697,镜子,jìng·zi,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00002697.mp4,504,common
00000668_1,纠纷,jiūfēn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000668.mp4,505,common
00000572_1,九,jiŭ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000572.mp4,506,common
00006868_2,九月,jiŭyuè,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00006868.mp4,507,common
00000240_3,酒店,jiŭdiàn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000240.mp4,508,common
00000863_0,旧,jiù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000863.mp4,509,common
'00000018,就,jiù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000018.mp4,510,common
00000119_1,居住,jūzhù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000119.mp4,511,common
'00005435,举,jŭ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00005435.mp4,512,common
'00001920,举办,jŭbàn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001920.mp4,513,common
00001030_0,举行,jŭxíng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001030.mp4,514,common
00000177_0,句子,jù·zi,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000177.mp4,515,common
'00000575,拒绝,jùjué,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000575.mp4,516,common
00001168_0,距离②,jùlí,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001168.mp4,517,common
00000088_0,决定,juédìng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000088.mp4,518,common
'00001921,决赛,juésài,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001921.mp4,519,common
00001398_0,觉悟,juéwù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001398.mp4,520,common
00000767_3,绝密,juémì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000767.mp4,521,common
'00000328,咖啡,kāfēi,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000328.mp4,522,common
00000357_0,卡①,kǎ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000357.mp4,523,common
00000233_3,开车,kāichē,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000233.mp4,524,common
'00000123,开始,kāishĭ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000123.mp4,525,common
00001030_1,开展,kāizhǎn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001030.mp4,526,common
00000042_0,看①,kàn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000042.mp4,527,common
'00000043,看②,kàn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000043.mp4,528,common
00000404_2,考察,kǎochá,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000404.mp4,529,common
'00000210,考虑,kǎolǜ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000210.mp4,530,common
00000101_3,考试①,kǎoshì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000101.mp4,531,common
00000360_0,考试②,kǎoshì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000360.mp4,532,common
'00001116,烤鸭,kǎoyā,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001116.mp4,533,common
'00001290,科学,kēxué,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001290.mp4,534,common
'00000546,可怜,kĕlián,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000546.mp4,535,common
00000071_0,可能②,kĕnéng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000071.mp4,536,common
'00000134,可是,kĕshì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000134.mp4,537,common
00000615_0,可惜,kĕxī,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000615.mp4,538,common
00000011_0,可以,kĕyĭ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000011.mp4,539,common
'00003318,渴,kĕ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00003318.mp4,540,common
00000248_0,客户,kèhù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000248.mp4,541,common
'00000431,客气,kè·qi,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000431.mp4,542,common
00000382_0,客人,kè·rén,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000382.mp4,543,common
00000248_1,客厅,kètīng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000248.mp4,544,common
00000152_2,课程,kèchéng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000152.mp4,545,common
'00000966,空,kōng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000966.mp4,546,common
'00001062,空调,kōngtiáo,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001062.mp4,547,common
00000672_1,空间②,kōngjiān,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000672.mp4,548,common
00000359_1,空气,kōngqì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000359.mp4,549,common
00000906_0,口,kŏu,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000906.mp4,550,common
'00002068,口红②,kŏuhóng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00002068.mp4,551,common
'00003320,口罩,kŏuzhào,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00003320.mp4,552,common
'00000469,哭,kū,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000469.mp4,553,common
'00001424,苦②,kŭ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001424.mp4,554,common
'00000936,裤子,kù·zi,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000936.mp4,555,common
'00001143,块,kuài,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001143.mp4,556,common
00000129_0,快,kuài,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000129.mp4,557,common
00000547_0,困难①,kùn·nɑn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000547.mp4,558,common
00000548_0,困难②,kùn·nɑn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000548.mp4,559,common
00000112_2,扩展①,kuòzhǎn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000112.mp4,560,common
'00000819,拉,lā,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000819.mp4,561,common
00001132_1,拉面,lāmiàn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001132.mp4,562,common
'00000045,来,lái,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000045.mp4,563,common
'00001425,来得及,lái·dejí,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001425.mp4,564,common
'00001539,蓝②,lán,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001539.mp4,565,common
'00000869,懒,lǎn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000869.mp4,566,common
00000721_0,浪费,làngfèi,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000721.mp4,567,common
00000068_0,老师,lǎoshī,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000068.mp4,568,common
00000004_0,了,·le,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000004.mp4,569,common
'00000172,了解①,liǎojiĕ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000172.mp4,570,common
'00000173,了解②,liǎojiĕ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000173.mp4,571,common
00000406_0,累,lèi,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000406.mp4,572,common
00000598_1,冷,lĕng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000598.mp4,573,common
'00001291,冷静,lĕngjìng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001291.mp4,574,common
00000894_0,礼貌,lĭmào,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000894.mp4,575,common
'00000481,礼物,lĭwù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000481.mp4,576,common
00001168_1,里程②,lĭchéng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001168.mp4,577,common
00000181_1,里面,lĭmiàn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000181.mp4,578,common
00002569_0,理发,lĭfà,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00002569.mp4,579,common
00000329_0,理解,lĭjiĕ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000329.mp4,580,common
'00000653,理想,lĭxiǎng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000653.mp4,581,common
00000283_0,理由,lĭyóu,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000283.mp4,582,common
'00001811,力量,lìliàng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001811.mp4,583,common
00000690_0,历史,lìshĭ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000690.mp4,584,common
'00000378,厉害,lì·hɑi,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000378.mp4,585,common
00000187_3,廉洁,liánjié,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000187.mp4,586,common
'00000806,脸,liǎn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000806.mp4,587,common
00000728_0,练习,liànxí,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000728.mp4,588,common
00000996_0,凉,liáng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000996.mp4,589,common
00000807_2,粮食,liáng·shi,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000807.mp4,590,common
00001063_3,聊天儿,liáotiānr,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001063.mp4,591,common
'00001146,邻居②,línjū,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001146.mp4,592,common
00000696_1,临时,línshí,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000696.mp4,593,common
00002029_1,零,líng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00002029.mp4,594,common
00000437_2,领导②,lĭngdǎo,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000437.mp4,595,common
00000329_1,领会,lĭnghuì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000329.mp4,596,common
00000437_0,领袖,lĭngxiù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000437.mp4,597,common
00000385_4,领域,lĭngyù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000385.mp4,598,common
'00001170,留学,liúxué,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001170.mp4,599,common
00000849_0,流行,liúxíng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000849.mp4,600,common
00000455_1,六,liù,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000455.mp4,601,common
00006865_2,六月,liùyuè,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00006865.mp4,602,common
00004197_0,聋①,lóng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00004197.mp4,603,common
00006186_0,聋人①,lóngrén,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00006186.mp4,604,common
00001625_2,楼,lóu,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001625.mp4,605,common
'00001131,乱,luàn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001131.mp4,606,common
00000183_0,旅游,lǚyóu,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000183.mp4,607,common
00000558_1,履历,lǚlì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000558.mp4,608,common
00000479_1,绿,lǜ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000479.mp4,609,common
00000159_1,妈妈,mā·mɑ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000159.mp4,610,common
'00000230,麻烦,má·fɑn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000230.mp4,611,common
'00001580,马,mǎ,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001580.mp4,612,common
'00000063,买,mǎi,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000063.mp4,613,common
00000270_0,卖,mài,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000270.mp4,614,common
00001103_0,满,mǎn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00001103.mp4,615,common
'00000387,满意,mǎnyì,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000387.mp4,616,common
'00000702,满足,mǎnzú,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000702.mp4,617,common
'00000686,慢②,màn,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000686.mp4,618,common
'00000141,忙,máng,https://photo-storage-bj.vivo.com.cn/ai-avatar/sign_language_word_00000141.mp4,619,common
